"¥éË""COU""",Country,IND,Indicator,SEX,AGE,Age Group,TIME,Unit Code,Unit,PowerCode Code,PowerCode,Value
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,17
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,3.4
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,71.6
LUX,Luxembourg,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,87.1
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,19.6
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,3.6
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,30.2
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,16.6
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,50.2
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,79.8
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.8
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,1.4
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,23.4
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,5.6
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,73.9
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,93.1
NOR,Norway,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,3
NOR,Norway,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,0.9
NOR,Norway,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,31.6
NOR,Norway,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,7.2
NOR,Norway,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,65.4
NOR,Norway,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,91.9
POL,Poland,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,12.4
POL,Poland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,10.3
POL,Poland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,41.9
POL,Poland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,16.4
POL,Poland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,45.7
POL,Poland,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,73.2
PRT,Portugal,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,9.6
PRT,Portugal,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,5.4
PRT,Portugal,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,33
PRT,Portugal,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,15.2
PRT,Portugal,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,57.5
PRT,Portugal,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,79.4
SVK,Slovak Republic,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.7
SVK,Slovak Republic,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,1.3
SVK,Slovak Republic,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,48.4
SVK,Slovak Republic,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,20.7
SVK,Slovak Republic,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,47
SVK,Slovak Republic,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,78
ESP,Spain,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,5.8
ESP,Spain,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.1
ESP,Spain,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,29.2
ESP,Spain,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,8.7
ESP,Spain,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,65
ESP,Spain,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,89.2
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.9
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,1
SWE,Sweden,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,28.5
SWE,Sweden,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,6.9
SWE,Sweden,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,68.6
SWE,Sweden,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,92.1
CHE,Switzerland,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,3.8
CHE,Switzerland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.8
CHE,Switzerland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,29.2
CHE,Switzerland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,9.7
CHE,Switzerland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,64.6
CHE,Switzerland,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,84.3
TUR,Turkey,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,15.8
TUR,Turkey,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,31.1
USA,United States,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.3
USA,United States,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,0.9
USA,United States,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,27.4
USA,United States,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,8.3
USA,United States,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,68.1
USA,United States,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,88.7
BRA,Brazil,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,17.1
BRA,Brazil,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,10.5
BRA,Brazil,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,30.5
BRA,Brazil,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,11.8
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,52.3
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,77.6
COL,Colombia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,23.2
COL,Colombia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,22.7
COL,Colombia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,6.6
COL,Colombia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,7
COL,Colombia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,23.5
COL,Colombia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,23.8
COL,Colombia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,14.2
COL,Colombia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,13.6
COL,Colombia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,53.3
COL,Colombia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,53.5
COL,Colombia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,79.2
COL,Colombia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,79.4
CRI,Costa Rica,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,15.6
CRI,Costa Rica,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,17.2
CRI,Costa Rica,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,3.8
CRI,Costa Rica,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.1
CRI,Costa Rica,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,22.5
CRI,Costa Rica,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,24.9
CRI,Costa Rica,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,9.6
CRI,Costa Rica,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,9.5
CRI,Costa Rica,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,61.7
CRI,Costa Rica,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,57.6
CRI,Costa Rica,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,86.2
CRI,Costa Rica,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,86.2
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,5.2
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.5
EST,Estonia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,43.1
EST,Estonia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,17.5
EST,Estonia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,51.6
EST,Estonia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,80
IDN,Indonesia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,33.3
IDN,Indonesia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,32.6
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,25.9
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,15.8
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,40.8
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,51.6
LVA,Latvia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,10.8
LVA,Latvia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.9
LVA,Latvia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,34.8
LVA,Latvia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,12.6
LVA,Latvia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,54.4
LVA,Latvia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,82.1
LTU,Lithuania,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,11.5
LTU,Lithuania,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,6.6
LTU,Lithuania,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,33.9
LTU,Lithuania,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,16.5
LTU,Lithuania,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,54.3
LTU,Lithuania,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,76.9
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,8.2
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,5.1
RUS,Russia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,37.6
RUS,Russia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,16.2
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,54.2
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,78.7
SVN,Slovenia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,7
SVN,Slovenia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,7
SVN,Slovenia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,42.9
SVN,Slovenia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,18
SVN,Slovenia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,50.1
SVN,Slovenia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,74.9
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,6.7
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.2
ZAF,South Africa,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,33.2
ZAF,South Africa,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,11.8
ZAF,South Africa,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,60.1
ZAF,South Africa,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,84
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,3.6
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,3.3
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,3.4
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,1.8
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,1.9
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,1.7
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,31.8
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,30.7
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,30.4
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,8.3
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,7.9
AUS,Australia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,8.1
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,64.6
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,66
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,66.1
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,89.8
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,90.3
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,90.2
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,5.1
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.8
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,4.7
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,4.5
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,4.2
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,3.9
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,37.3
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,37.8
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,37.6
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,12.7
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,12.1
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,12
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2014,PC,Percentage,0,Units,57.6
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,57.3
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,57.7
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,82.7
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,83.6
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,84.1
BEL,Belgium,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,1.7
BEL,Belgium,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,0.8
BEL,Belgium,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,32.5
BEL,Belgium,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,8.2
BEL,Belgium,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,65.8
BEL,Belgium,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,91
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,2.8
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,2.7
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,1.1
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,1.1
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,29.5
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,29
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,8.4
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,8.4
CAN,Canada,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,67.7
CAN,Canada,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,68.3
CAN,Canada,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,90.4
CAN,Canada,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,90.5
CZE,Czech Republic,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,3.8
CZE,Czech Republic,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,1.7
CZE,Czech Republic,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,49
CZE,Czech Republic,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,24.1
CZE,Czech Republic,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,47.2
CZE,Czech Republic,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,74.1
DNK,Denmark,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,3.8
DNK,Denmark,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,1
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,27.7
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,26.8
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,9.3
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,9.6
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,9.1
DNK,Denmark,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2015,PC,Percentage,0,Units,68.5
DNK,Denmark,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,69.4
DNK,Denmark,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2014,PC,Percentage,0,Units,89.8
DNK,Denmark,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2015,PC,Percentage,0,Units,89.3
DNK,Denmark,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,89.8
FIN,Finland,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,5.5
FIN,Finland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,2.1
FIN,Finland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2016,PC,Percentage,0,Units,34.5
FIN,Finland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2016,PC,Percentage,0,Units,8.8
